"barcode","vendor","title","price"
"3719435","Royal Bank of Scotland","Automated Clearing House (ACH)","284841.26"
"4042570","Regions Financial","Self-Serve Inquiry and Resolution Management","1410733.51"
"2858844","BB&T Corporation","U.S. Dollar Clearing - Asia Direct","176703.01"
"3056990","HSBC Holdings","Healthcare Link for Payers","796814.21"
"2432156","JP Morgan Chase & Co.","Commercial Cards","4988379.00"
"3930620","HSBC Holdings","Check Disbursements","4532201.02"
"4358499","U.S. Bancorp","Debit Cards","4413467.15"
"1809406","Citigroup","Debit Cards","841103.29"
"738349","Bank of America ","Debit Cards","1701229.96"
"3218201","Bank of Montreal","Commercial Cards","263842.45"
"205913","Capital One Financial","Check Disbursements","2349401.00"
"2341273","BB&T Corporation","Check Disbursements","3118356.49"
"3016740","JP Morgan Chase & Co.","Order-to-Pay","210585.17"
"3909558","KeyCorp","Cross-Currency Payment Services","1226314.79"
"4001982","Bank of America ","Electronic Payables","3596711.48"
"3309482","Bank of Montreal","Check Disbursements","4925931.27"
"3913252","KeyCorp","Reference Accounts","3774248.54"
"4915420","Toronto-Dominion Bank","U.S. Dollar Clearing - Asia Direct","1897139.08"
"1838845","Capital One Financial","Reference Accounts","3056982.11"
"4821542","Bank of Montreal","Healthcare Link for Payers","2502981.30"
"2298742","Bank of New York Mellon","Healthcare Link for Payers","108420.01"
"1308736","Toronto-Dominion Bank","Commercial Cards","2981189.11"
"485801","BB&T Corporation","Self-Serve Inquiry and Resolution Management","3667088.45"
"1155927","PNC Financial Services Group","Self-Serve Inquiry and Resolution Management","2118131.59"
"1502215","U.S. Bancorp","Automated Clearing House (ACH)","1503469.93"
"234362","KeyCorp","Debit Cards","2676520.83"
"901428","SunTrust Bank","Order-to-Pay","48174.84"
"2632434","Capital One Financial","Reference Accounts","4929523.59"
"2352700","HSBC Holdings","Cross-Currency Payment Services","3014144.48"
"1592548","Capital One Financial","Debit Cards","3649912.05"
"1867866","Citigroup","Electronic Payables","3337955.65"
"408301","JP Morgan Chase & Co.","Check Disbursements","3884052.80"
"1337262","BB&T Corporation","Debit Cards","3885233.61"
"3347224","Citigroup","Payments Fraud Prevention","1361389.87"
"515736","Citigroup","U.S. Dollar Clearing - Asia Direct","1106105.55"
"221458","Fifth Third Bancorp","Payments Fraud Prevention","3467171.13"
"4016633","PNC Financial Services Group","Reference Accounts","2105049.70"
"4900130","KeyCorp","Reference Accounts","4673059.82"
"113869","Bank of America ","Order-to-Pay","2488952.32"
"4970369","Capital One Financial","Debit Cards","747843.67"
"3102581","HSBC Holdings","U.S. Dollar Clearing - Asia Direct","4279444.65"
"1115089","Capital One Financial","Commercial Cards","2145778.53"
"1314999","Bank of America ","Automated Clearing House (ACH)","2414613.29"
"833554","KeyCorp","Self-Serve Inquiry and Resolution Management","2304347.66"
"2136349","ING Group","Automated Clearing House (ACH)","2456356.17"
"1206863","Bank of New York Mellon","Commercial Cards","1819805.68"
"3131817","Northern Trust","Commercial Cards","2401783.54"
"1404565","HSBC Holdings","Automated Clearing House (ACH)","2019785.03"
"3266011","PNC Financial Services Group","U.S. Dollar Clearing - Asia Direct","701765.62"
"3424272","Toronto-Dominion Bank","Check Disbursements","4486709.63"
"3003996","Bank of America ","Reference Accounts","2243112.02"
"639754","Citigroup","Automated Clearing House (ACH)","4367453.40"
"235000","SunTrust Bank","Electronic Payables","4190934.57"
"2790359","Bank of America ","Cross-Currency Payment Services","787048.57"
"940844","SunTrust Bank","Commercial Cards","3659645.28"
"1794632","Toronto-Dominion Bank","U.S. Dollar Clearing - Asia Direct","4063869.13"
"2987644","Bank of Montreal","Check Disbursements","979199.72"
"3124462","JP Morgan Chase & Co.","Healthcare Link for Payers","1379728.86"
"934327","Citigroup","Healthcare Link for Payers","3070080.43"
"2216970","Royal Bank of Scotland","Order-to-Pay","3752531.78"
"1415756","Fifth Third Bancorp","Reference Accounts","3001508.37"
"1512819","Citigroup","U.S. Dollar Clearing - Asia Direct","1244247.66"
"4812612","U.S. Bancorp","Cross-Currency Payment Services","212537.87"
"3187094","HSBC Holdings","Reference Accounts","4534244.23"
"3006095","Bank of Montreal","Electronic Payables","329307.91"
"921315","KeyCorp","U.S. Dollar Clearing - Asia Direct","1373728.90"
"1252281","Royal Bank of Scotland","Order-to-Pay","1356299.37"
"4743136","JP Morgan Chase & Co.","Commercial Cards","2440917.41"
"813675","BB&T Corporation","Cross-Currency Payment Services","1641563.11"
"2463470","JP Morgan Chase & Co.","Self-Serve Inquiry and Resolution Management","4449830.32"
"2446899","BB&T Corporation","U.S. Dollar Clearing - Asia Direct","2765839.06"
"3243953","KeyCorp","U.S. Dollar Clearing - Asia Direct","2009869.81"
"4552708","SunTrust Bank","Electronic Payables","3584977.82"
"1800788","Royal Bank of Scotland","Order-to-Pay","2903560.20"
"2511226","Northern Trust","Check Disbursements","1128312.27"
"2376367","Wells Fargo","Payments Fraud Prevention","1780630.42"
"1724571","Bank of New York Mellon","Order-to-Pay","2995486.75"
"785008","Royal Bank of Scotland","Cross-Currency Payment Services","2315243.61"
"3199827","HSBC Holdings","Self-Serve Inquiry and Resolution Management","1560131.16"
"875699","U.S. Bancorp","U.S. Dollar Clearing - Asia Direct","1033312.40"
"720290","Bank of New York Mellon","Debit Cards","1108859.08"
"3163218","BB&T Corporation","Debit Cards","2333686.27"
"3623692","Regions Financial","Healthcare Link for Payers","3065320.56"
"2407156","Bank of New York Mellon","Self-Serve Inquiry and Resolution Management","2836208.98"
"749752","Regions Financial","Debit Cards","1832639.83"
"2772994","SunTrust Bank","Payments Fraud Prevention","4496439.66"
"2776679","KeyCorp","Self-Serve Inquiry and Resolution Management","974120.22"
"2882768","Regions Financial","Electronic Payables","3114768.79"
"4800381","SunTrust Bank","Automated Clearing House (ACH)","212765.82"
"4192833","Fifth Third Bancorp","U.S. Dollar Clearing - Asia Direct","4705747.92"
"3316666","BB&T Corporation","Check Disbursements","186402.46"
"1352565","Capital One Financial","U.S. Dollar Clearing - Asia Direct","2292196.41"
"466298","Wells Fargo","Electronic Payables","3614488.95"
"1617476","Northern Trust","Commercial Cards","4529097.88"
"4536646","HSBC Holdings","Order-to-Pay","1143200.47"
"1188416","BB&T Corporation","Electronic Payables","1501315.51"
"1217356","Regions Financial","Reference Accounts","3117597.48"
"1371219","ING Group","Reference Accounts","261671.85"
"408264","Fifth Third Bancorp","U.S. Dollar Clearing - Asia Direct","2130956.75"
"709576","Bank of America ","Cross-Currency Payment Services","501098.04"
"61459","Bank of Montreal","Debit Cards","69276.39"
"1429173","Bank of New York Mellon","Electronic Payables","1935666.65"
"1975486","Royal Bank of Scotland","Electronic Payables","4602522.12"
"4507209","Regions Financial","Electronic Payables","4877594.76"
"194780","Wells Fargo","Electronic Payables","1593011.79"
"3373698","Citigroup","Check Disbursements","2283404.44"
"984066","Capital One Financial","Debit Cards","4071653.02"
"3798937","Bank of America ","Healthcare Link for Payers","1913788.01"
"660425","Bank of Montreal","Self-Serve Inquiry and Resolution Management","1382830.08"
"663236","Citigroup","Commercial Cards","4528078.93"
"341182","JP Morgan Chase & Co.","Cross-Currency Payment Services","2327787.34"
"3819697","Wells Fargo","U.S. Dollar Clearing - Asia Direct","4372229.74"
"840067","State Street Corp.","Self-Serve Inquiry and Resolution Management","315198.90"
"4729074","BB&T Corporation","Check Disbursements","3492383.80"
"1300771","PNC Financial Services Group","Electronic Payables","2002797.92"
"3117159","Toronto-Dominion Bank","U.S. Dollar Clearing - Asia Direct","2692525.13"
"3599418","Toronto-Dominion Bank","Self-Serve Inquiry and Resolution Management","1108955.33"
"2810201","BB&T Corporation","Debit Cards","4590600.96"
"3945732","KeyCorp","Healthcare Link for Payers","329999.53"
"4313233","Northern Trust","Automated Clearing House (ACH)","48596.81"
"3005528","PNC Financial Services Group","Automated Clearing House (ACH)","727454.14"
"3682711","BB&T Corporation","Automated Clearing House (ACH)","1897084.93"
"4224613","Bank of America ","Self-Serve Inquiry and Resolution Management","3665336.56"
"1573468","PNC Financial Services Group","Cross-Currency Payment Services","4127110.28"
"1311720","Citigroup","Self-Serve Inquiry and Resolution Management","1759426.71"
"2995272","Regions Financial","Commercial Cards","811738.00"
"2962946","Bank of America ","Cross-Currency Payment Services","1765954.39"
"3156162","Bank of New York Mellon","Order-to-Pay","3365972.18"
"3064689","JP Morgan Chase & Co.","Cross-Currency Payment Services","2575720.83"
"4211303","State Street Corp.","Healthcare Link for Payers","4511655.01"
"2383508","SunTrust Bank","Payments Fraud Prevention","3106498.15"
"488251","SunTrust Bank","Cross-Currency Payment Services","771583.79"
"4290952","PNC Financial Services Group","Debit Cards","2953063.50"
"2562738","Regions Financial","Cross-Currency Payment Services","454106.12"
"1260854","Royal Bank of Scotland","Reference Accounts","3126031.09"
"3551343","Bank of America ","Debit Cards","398029.49"
"3844435","Wells Fargo","Electronic Payables","3759782.98"
"1508596","Regions Financial","Electronic Payables","3519345.16"
"3012959","Bank of Montreal","Automated Clearing House (ACH)","3979332.61"
"1508789","Fifth Third Bancorp","Payments Fraud Prevention","3127914.28"
"4473227","Bank of New York Mellon","Reference Accounts","4516298.65"
"1581605","Bank of Montreal","Payments Fraud Prevention","3809485.39"
"1173479","ING Group","Debit Cards","2156256.38"
"2192058","Regions Financial","Reference Accounts","553147.51"
"3044407","HSBC Holdings","Cross-Currency Payment Services","3094485.88"
"528392","U.S. Bancorp","Automated Clearing House (ACH)","186554.18"
"3677516","Regions Financial","Commercial Cards","1117348.34"
"3030626","Regions Financial","Self-Serve Inquiry and Resolution Management","4597792.63"
"1164151","HSBC Holdings","Order-to-Pay","1597573.96"
"3638247","Capital One Financial","Order-to-Pay","471462.97"
"4261176","Capital One Financial","Check Disbursements","979330.44"
"4435566","Northern Trust","Commercial Cards","4077453.64"
"3856711","JP Morgan Chase & Co.","Automated Clearing House (ACH)","1885468.61"
"3381020","Bank of Montreal","Cross-Currency Payment Services","4432568.75"
"4046932","HSBC Holdings","Healthcare Link for Payers","1535237.92"
"4013440","Northern Trust","Reference Accounts","1716536.56"
"2230830","Bank of America ","Automated Clearing House (ACH)","2664529.85"
"1968678","Royal Bank of Scotland","Check Disbursements","1640015.73"
"2754784","KeyCorp","Healthcare Link for Payers","87707.97"
"1317849","Capital One Financial","Cross-Currency Payment Services","4176201.78"
"1481720","Capital One Financial","Automated Clearing House (ACH)","4826011.91"
"4740867","ING Group","Debit Cards","2717759.17"
"1915497","PNC Financial Services Group","Debit Cards","4879659.33"
"4873431","Bank of Montreal","Reference Accounts","175654.90"
"2453436","SunTrust Bank","Self-Serve Inquiry and Resolution Management","1451111.16"
"2318321","SunTrust Bank","Commercial Cards","1615106.30"
"111196","Wells Fargo","Commercial Cards","3904257.81"
"1848430","Bank of Montreal","Electronic Payables","3970609.56"
"354336","Northern Trust","Automated Clearing House (ACH)","2176874.67"
"2656667","Capital One Financial","Order-to-Pay","53187.53"
"4648509","PNC Financial Services Group","Commercial Cards","1976467.01"
"1843347","Royal Bank of Scotland","Self-Serve Inquiry and Resolution Management","1668595.02"
"2581884","Royal Bank of Scotland","Payments Fraud Prevention","1742173.64"
"5844","Royal Bank of Scotland","Order-to-Pay","402891.88"
"3603554","State Street Corp.","Payments Fraud Prevention","4105262.80"
"1500852","SunTrust Bank","Automated Clearing House (ACH)","166071.22"
"4746763","Citigroup","Self-Serve Inquiry and Resolution Management","183615.37"
"1789966","Citigroup","Debit Cards","3794473.99"
"1413338","Fifth Third Bancorp","Payments Fraud Prevention","4259066.85"
"2261427","HSBC Holdings","Payments Fraud Prevention","4450550.73"
"2228700","SunTrust Bank","Self-Serve Inquiry and Resolution Management","4765303.48"
"3698279","State Street Corp.","Check Disbursements","239894.44"
"3980483","ING Group","Reference Accounts","1950631.20"
"4473731","HSBC Holdings","Debit Cards","4114632.90"
"3895341","State Street Corp.","Check Disbursements","1386049.06"
"1077588","HSBC Holdings","Debit Cards","685504.80"
"3340774","Royal Bank of Scotland","Healthcare Link for Payers","1154658.61"
"4394633","Bank of America ","Order-to-Pay","2970024.17"
"1434981","U.S. Bancorp","Cross-Currency Payment Services","4399677.62"
"1041616","Bank of New York Mellon","Commercial Cards","1618355.60"
"1989506","Toronto-Dominion Bank","Self-Serve Inquiry and Resolution Management","704031.10"
"2802932","Citigroup","Electronic Payables","84346.17"
"4007766","State Street Corp.","Check Disbursements","3970061.05"
"3871548","Northern Trust","Commercial Cards","1976659.29"
"1127086","Bank of Montreal","Debit Cards","500429.96"
"2806128","Regions Financial","Self-Serve Inquiry and Resolution Management","176933.72"
"4195684","ING Group","Debit Cards","4848245.66"
"3200694","Toronto-Dominion Bank","Check Disbursements","4065245.76"
"4451837","Toronto-Dominion Bank","Electronic Payables","158153.23"
"2461180","Toronto-Dominion Bank","Check Disbursements","3452050.31"
"3973171","SunTrust Bank","U.S. Dollar Clearing - Asia Direct","435994.53"
"1821592","Royal Bank of Scotland","Automated Clearing House (ACH)","3689837.99"
"4518399","Fifth Third Bancorp","Cross-Currency Payment Services","2309439.25"
"2961896","Toronto-Dominion Bank","Cross-Currency Payment Services","324317.68"
"4990016","HSBC Holdings","Electronic Payables","2945349.87"
"143622","ING Group","Debit Cards","2576729.70"
"2919892","State Street Corp.","Electronic Payables","1569101.97"
"3991859","Bank of America ","U.S. Dollar Clearing - Asia Direct","2383424.20"
"3483","Toronto-Dominion Bank","Check Disbursements","2726354.98"
"1926753","PNC Financial Services Group","Cross-Currency Payment Services","3469146.67"
"4396690","Wells Fargo","Debit Cards","3946413.06"
"2131460","U.S. Bancorp","Healthcare Link for Payers","3716634.53"
"3273007","Fifth Third Bancorp","Payments Fraud Prevention","1062308.60"
"675929","Toronto-Dominion Bank","Automated Clearing House (ACH)","2829706.86"
"1823213","Capital One Financial","Self-Serve Inquiry and Resolution Management","2111119.59"
"2958619","JP Morgan Chase & Co.","Electronic Payables","317984.37"
"4213564","KeyCorp","U.S. Dollar Clearing - Asia Direct","3640588.22"
"1707640","HSBC Holdings","Healthcare Link for Payers","3278686.90"
"3874256","BB&T Corporation","Healthcare Link for Payers","416542.39"
"2659242","ING Group","Check Disbursements","4284371.73"
"3997455","Citigroup","U.S. Dollar Clearing - Asia Direct","1878330.57"
"3751995","BB&T Corporation","Healthcare Link for Payers","2326224.80"
"3379033","Toronto-Dominion Bank","U.S. Dollar Clearing - Asia Direct","4687933.68"
"3233512","Bank of New York Mellon","Order-to-Pay","582628.95"
"1427594","Northern Trust","Commercial Cards","2211329.92"
"1178946","KeyCorp","Cross-Currency Payment Services","2216082.75"
"648900","Citigroup","Self-Serve Inquiry and Resolution Management","1970128.68"
"824701","Citigroup","Debit Cards","252745.19"
"4423207","Northern Trust","Debit Cards","3903456.21"
"3146231","Fifth Third Bancorp","Reference Accounts","1048495.00"
"3745953","State Street Corp.","Reference Accounts","2304194.97"
"4764545","KeyCorp","Cross-Currency Payment Services","4079658.21"
"294642","Regions Financial","Cross-Currency Payment Services","2978626.07"
"1740355","Bank of New York Mellon","Self-Serve Inquiry and Resolution Management","4722378.78"
"1265220","Regions Financial","Self-Serve Inquiry and Resolution Management","3329285.23"
"1794703","PNC Financial Services Group","Payments Fraud Prevention","672226.03"
"2233197","JP Morgan Chase & Co.","U.S. Dollar Clearing - Asia Direct","290149.49"
"327192","Bank of Montreal","Electronic Payables","1005572.72"
"1430227","Royal Bank of Scotland","Payments Fraud Prevention","4604609.92"
"307574","KeyCorp","Debit Cards","405518.61"
"424245","Capital One Financial","Reference Accounts","4388521.38"
"2411125","Bank of Montreal","Automated Clearing House (ACH)","482199.89"
"2646807","U.S. Bancorp","Automated Clearing House (ACH)","2960562.83"
"4635491","Toronto-Dominion Bank","Reference Accounts","3575708.50"
"4271663","SunTrust Bank","Commercial Cards","402817.90"
"31994","SunTrust Bank","Payments Fraud Prevention","1531906.69"
"3179554","Fifth Third Bancorp","Electronic Payables","3622538.84"
"271694","SunTrust Bank","Payments Fraud Prevention","2025587.29"
"3402681","BB&T Corporation","Reference Accounts","229117.64"
"3669431","Royal Bank of Scotland","Cross-Currency Payment Services","4546488.94"
"4188376","HSBC Holdings","U.S. Dollar Clearing - Asia Direct","1218525.67"
"2938267","Citigroup","Healthcare Link for Payers","4867040.56"
"631089","PNC Financial Services Group","Self-Serve Inquiry and Resolution Management","289557.55"
"1748154","ING Group","Electronic Payables","4136990.85"
"3351812","Bank of New York Mellon","Self-Serve Inquiry and Resolution Management","1790222.49"
"4836076","Toronto-Dominion Bank","Order-to-Pay","1640663.62"
"4035279","HSBC Holdings","Electronic Payables","256964.87"
"3152230","JP Morgan Chase & Co.","Debit Cards","1629795.81"
"4330565","SunTrust Bank","Self-Serve Inquiry and Resolution Management","4054308.74"
"1405620","Bank of New York Mellon","U.S. Dollar Clearing - Asia Direct","2023433.57"
"4419841","Bank of America ","Self-Serve Inquiry and Resolution Management","919285.61"
"431963","Citigroup","Electronic Payables","4732741.44"
"1581586","BB&T Corporation","Healthcare Link for Payers","212291.33"
"1284278","Regions Financial","Self-Serve Inquiry and Resolution Management","157513.68"
"1583481","Citigroup","Payments Fraud Prevention","957343.77"
"2904954","U.S. Bancorp","Cross-Currency Payment Services","293254.75"
"251206","PNC Financial Services Group","U.S. Dollar Clearing - Asia Direct","1649619.06"
"1409895","Bank of Montreal","Order-to-Pay","2892732.39"
"4736991","Bank of New York Mellon","Electronic Payables","960980.84"
"3505163","BB&T Corporation","Automated Clearing House (ACH)","125097.52"
"1509872","Capital One Financial","Automated Clearing House (ACH)","3948639.15"
"4608538","PNC Financial Services Group","Self-Serve Inquiry and Resolution Management","3457458.08"
"64254","U.S. Bancorp","Debit Cards","3269562.88"
"3360667","Wells Fargo","Automated Clearing House (ACH)","4252164.15"
"3994297","JP Morgan Chase & Co.","Check Disbursements","96879.59"
"4129423","Regions Financial","Electronic Payables","4218716.04"
"4097777","State Street Corp.","Reference Accounts","4401992.81"
"2820760","KeyCorp","Automated Clearing House (ACH)","1841402.13"
"822512","Wells Fargo","Payments Fraud Prevention","2736735.37"
"3098724","Toronto-Dominion Bank","Reference Accounts","4534577.99"
"4120056","SunTrust Bank","Automated Clearing House (ACH)","3620959.19"
"4004881","Bank of New York Mellon","Healthcare Link for Payers","627201.60"
"3424125","Royal Bank of Scotland","Self-Serve Inquiry and Resolution Management","3687643.48"
"3566307","U.S. Bancorp","Debit Cards","3935435.45"
"2125331","ING Group","Healthcare Link for Payers","995584.12"
"4174034","Bank of America ","Self-Serve Inquiry and Resolution Management","1177648.17"
"4346011","BB&T Corporation","Reference Accounts","1729683.55"
"1976167","JP Morgan Chase & Co.","Self-Serve Inquiry and Resolution Management","2415341.97"
"1014555","Toronto-Dominion Bank","Self-Serve Inquiry and Resolution Management","4320089.68"
"3483924","Royal Bank of Scotland","Payments Fraud Prevention","4314629.20"
"4848052","Capital One Financial","U.S. Dollar Clearing - Asia Direct","2710080.92"
"1204220","JP Morgan Chase & Co.","U.S. Dollar Clearing - Asia Direct","1628190.12"
"1806799","HSBC Holdings","Cross-Currency Payment Services","4294924.75"
"3504391","Northern Trust","Debit Cards","1863573.89"
"1289474","Fifth Third Bancorp","Electronic Payables","501452.46"
"2173195","Regions Financial","Check Disbursements","1985792.13"
"2066398","Bank of New York Mellon","Check Disbursements","3780972.49"
"4552007","Bank of Montreal","Reference Accounts","2643642.35"
"3506500","SunTrust Bank","Automated Clearing House (ACH)","1293345.43"
"285372","Citigroup","Electronic Payables","3824859.72"
"3456246","ING Group","Cross-Currency Payment Services","624375.75"
"1990163","Bank of Montreal","Electronic Payables","4093267.53"
"2361422","Bank of Montreal","Cross-Currency Payment Services","3391892.53"
"4516442","PNC Financial Services Group","Check Disbursements","653607.80"
"3332872","Royal Bank of Scotland","Debit Cards","2171697.52"
"2700444","Bank of Montreal","Debit Cards","239283.54"
"4485712","PNC Financial Services Group","Electronic Payables","839469.96"
"1880108","Citigroup","Reference Accounts","1438483.09"
"2626778","BB&T Corporation","Reference Accounts","2335571.65"
"4650883","PNC Financial Services Group","Order-to-Pay","4382983.05"
"16793","Northern Trust","Payments Fraud Prevention","2555276.18"
"2129986","Citigroup","Cross-Currency Payment Services","896279.84"
"4698156","Capital One Financial","Payments Fraud Prevention","3443089.55"
"1342187","Bank of Montreal","Debit Cards","4514212.53"
"862259","PNC Financial Services Group","Debit Cards","3083198.88"
"584549","Capital One Financial","Check Disbursements","2190378.21"
"4616799","Capital One Financial","U.S. Dollar Clearing - Asia Direct","4757613.25"
"2408544","ING Group","Check Disbursements","1371332.94"
"573868","Regions Financial","Debit Cards","3324580.24"
"4634535","Bank of America ","Automated Clearing House (ACH)","2892617.40"
"4185289","HSBC Holdings","Commercial Cards","1349634.65"
"2966123","Royal Bank of Scotland","Commercial Cards","3022761.55"
"2630576","U.S. Bancorp","Debit Cards","1042775.56"
"2607566","PNC Financial Services Group","Commercial Cards","3132681.55"
"4639871","PNC Financial Services Group","Payments Fraud Prevention","4761779.22"
"3544352","HSBC Holdings","Healthcare Link for Payers","3361839.76"
"3548608","State Street Corp.","Debit Cards","93938.34"
"2124429","Regions Financial","Automated Clearing House (ACH)","3227652.75"
"4911897","U.S. Bancorp","Self-Serve Inquiry and Resolution Management","4469357.53"
"233394","U.S. Bancorp","Electronic Payables","1657610.93"
"2262755","Citigroup","Reference Accounts","3333227.37"
"2123697","SunTrust Bank","Automated Clearing House (ACH)","3250879.31"
"1305402","Bank of America ","Automated Clearing House (ACH)","4575173.65"
"4105265","HSBC Holdings","Commercial Cards","4872115.98"
"675656","Bank of Montreal","Self-Serve Inquiry and Resolution Management","4122503.86"
"3910474","HSBC Holdings","Debit Cards","1461847.77"
"688891","Northern Trust","Healthcare Link for Payers","1217258.96"
"1780771","Wells Fargo","Order-to-Pay","1737225.70"
"1116275","KeyCorp","Commercial Cards","2026799.13"
"1911317","Wells Fargo","Reference Accounts","1428371.75"
"4444521","State Street Corp.","Reference Accounts","4510401.19"
"1848190","Northern Trust","U.S. Dollar Clearing - Asia Direct","4775872.71"
"3987206","HSBC Holdings","Order-to-Pay","4380635.94"
"1696830","U.S. Bancorp","Check Disbursements","1837341.52"
"4773359","Northern Trust","Cross-Currency Payment Services","2377904.30"
"3499272","Royal Bank of Scotland","Reference Accounts","2064606.91"
"2295490","SunTrust Bank","Healthcare Link for Payers","4526453.37"
"1858089","Northern Trust","Reference Accounts","3057056.41"
"3408937","Northern Trust","Self-Serve Inquiry and Resolution Management","4204405.78"
"3188980","BB&T Corporation","Commercial Cards","257102.94"
"4818141","Citigroup","Healthcare Link for Payers","3411712.42"
"1433821","Citigroup","Cross-Currency Payment Services","432591.97"
"2543492","Bank of New York Mellon","Check Disbursements","3458337.99"
"2546829","Wells Fargo","Debit Cards","1835183.83"
"598774","Fifth Third Bancorp","Cross-Currency Payment Services","3165802.88"
"3759818","State Street Corp.","Electronic Payables","249666.55"
"784556","Northern Trust","Order-to-Pay","592766.47"
"873648","PNC Financial Services Group","Check Disbursements","880385.13"
"2291017","BB&T Corporation","Payments Fraud Prevention","4844214.58"
"3577501","JP Morgan Chase & Co.","Automated Clearing House (ACH)","3067903.69"
"2122394","Bank of Montreal","U.S. Dollar Clearing - Asia Direct","349754.35"
"3089171","Northern Trust","Automated Clearing House (ACH)","2692980.13"
"567053","Capital One Financial","Healthcare Link for Payers","3351536.03"
"1077992","Northern Trust","Automated Clearing House (ACH)","1199012.44"
"826758","State Street Corp.","Electronic Payables","1604737.15"
"4482180","Northern Trust","Check Disbursements","4167014.94"
"2934807","Regions Financial","Cross-Currency Payment Services","179545.49"
"293836","Citigroup","Payments Fraud Prevention","4287171.55"
"4174926","PNC Financial Services Group","Cross-Currency Payment Services","402532.10"
"1233215","Citigroup","Electronic Payables","4200601.86"
"4533202","Bank of America ","Cross-Currency Payment Services","4233076.59"
"2434804","State Street Corp.","Cross-Currency Payment Services","4855827.10"
"4238015","Northern Trust","Cross-Currency Payment Services","127254.49"
"649717","ING Group","Commercial Cards","1163660.60"
"4016660","SunTrust Bank","Payments Fraud Prevention","3359779.34"
"4070582","PNC Financial Services Group","Healthcare Link for Payers","3599581.77"
"1889132","Bank of Montreal","Reference Accounts","3275009.56"
"1329744","Bank of America ","Debit Cards","1209107.70"
"3232318","BB&T Corporation","Debit Cards","4259318.59"
"4415428","Royal Bank of Scotland","Automated Clearing House (ACH)","2584551.39"
"556345","Fifth Third Bancorp","Payments Fraud Prevention","1881456.86"
"4690980","BB&T Corporation","Self-Serve Inquiry and Resolution Management","3677346.03"
"1398462","Regions Financial","Electronic Payables","45410.97"
"4190899","KeyCorp","Self-Serve Inquiry and Resolution Management","545422.81"
"90440","BB&T Corporation","Reference Accounts","4326949.52"
"4681452","U.S. Bancorp","Check Disbursements","3019150.07"
"3265842","U.S. Bancorp","Reference Accounts","3624294.46"
"34085","Capital One Financial","Check Disbursements","2364411.93"
"2078599","ING Group","Electronic Payables","1030096.87"
"472384","Royal Bank of Scotland","Reference Accounts","2333463.65"
"2875545","Fifth Third Bancorp","Electronic Payables","759479.10"
"4868875","BB&T Corporation","Automated Clearing House (ACH)","4155007.82"
"3223100","PNC Financial Services Group","Debit Cards","2982337.10"
"911325","U.S. Bancorp","Order-to-Pay","1464259.46"
"2126931","U.S. Bancorp","Automated Clearing House (ACH)","1251686.24"
"3952279","SunTrust Bank","Order-to-Pay","1978865.79"
"2658424","Capital One Financial","Automated Clearing House (ACH)","696679.46"
"2861149","JP Morgan Chase & Co.","Order-to-Pay","1181495.63"
"103647","Fifth Third Bancorp","Payments Fraud Prevention","2865150.33"
"3057443","Capital One Financial","U.S. Dollar Clearing - Asia Direct","1745409.83"
"1251301","Bank of New York Mellon","Payments Fraud Prevention","3885822.21"
"1765323","Bank of America ","U.S. Dollar Clearing - Asia Direct","4292015.24"
"3031237","Royal Bank of Scotland","Payments Fraud Prevention","4180381.57"
"3284660","HSBC Holdings","Healthcare Link for Payers","4839617.77"
"1640964","ING Group","Payments Fraud Prevention","2375500.87"
"2460320","Bank of New York Mellon","Healthcare Link for Payers","2588292.45"
"1177450","ING Group","Electronic Payables","924417.75"
"3214850","Bank of New York Mellon","Electronic Payables","4110408.68"
"4947275","Citigroup","Payments Fraud Prevention","4907564.74"
"2164893","ING Group","Electronic Payables","4086666.52"
"3660565","Bank of America ","Reference Accounts","435768.55"
"911044","PNC Financial Services Group","Electronic Payables","4491897.96"
"3500240","Capital One Financial","Debit Cards","3017755.57"
"938289","U.S. Bancorp","Cross-Currency Payment Services","2656546.32"
"1518838","JP Morgan Chase & Co.","Payments Fraud Prevention","2789400.67"
"813906","Bank of New York Mellon","Healthcare Link for Payers","4086951.62"
"2425178","Royal Bank of Scotland","U.S. Dollar Clearing - Asia Direct","2516982.06"
"3264655","ING Group","Automated Clearing House (ACH)","3908604.72"
"1719751","Fifth Third Bancorp","Commercial Cards","3394183.25"
"113819","HSBC Holdings","Automated Clearing House (ACH)","4954889.90"
"2055070","JP Morgan Chase & Co.","U.S. Dollar Clearing - Asia Direct","1923807.13"
"4390029","Fifth Third Bancorp","U.S. Dollar Clearing - Asia Direct","4387145.05"
"960755","U.S. Bancorp","Order-to-Pay","4643513.60"
"3602840","PNC Financial Services Group","Reference Accounts","663445.09"
"3283906","Regions Financial","Order-to-Pay","850672.34"
"2738342","State Street Corp.","Automated Clearing House (ACH)","168790.99"
"1059118","Toronto-Dominion Bank","Automated Clearing House (ACH)","1690070.84"
"4448349","PNC Financial Services Group","Healthcare Link for Payers","1137366.86"
"4537788","Bank of Montreal","Payments Fraud Prevention","1954456.38"
"4155606","SunTrust Bank","Order-to-Pay","2193046.77"
"3456530","KeyCorp","Automated Clearing House (ACH)","4024038.53"
"4939714","Citigroup","Healthcare Link for Payers","2790709.81"
"4020112","SunTrust Bank","Healthcare Link for Payers","3127433.53"
"1262462","SunTrust Bank","Order-to-Pay","2253986.86"
